Quel climat politique entoure l'éducation populaire en Belgique francophone depuis 2022 ?,"Un climat tendu, marqué par des attaques du pilier libéral (bleu) contre des associations liées au pilier socialiste (rouge)."
"Dans le système de noms de code du document, qui les termes ""Rouges"" et ""Bleus"" désignent-ils respectivement ?","Les ""Rouges"" désignent les acteurs du pilier socialiste et les ""Bleus"" ceux du pilier libéral."
"Quel archétype représente ""Major Bleu"" dans l'analyse ?",Un leader politique important du camp libéral (Mouvement Réformateur).
"Quel archétype représente ""Capitaine Rouge"" dans l'analyse ?",Une représentante importante d'une association du camp socialiste.
"Lors de l'audition parlementaire de juin 2024, quel a été l'élément déclencheur de l'affrontement entre Major Bleu et Capitaine Rouge ?","Major Bleu a grossièrement interrompu Capitaine Rouge pour la questionner sur son ""attachement à un parti politique en particulier""."
Quelle a été la principale accusation de Major Bleu envers l'association de Capitaine Rouge lors de l'audition ?,Il l'a accusée d'utiliser l'argent public pour financer de manière déguisée le Parti Socialiste (PS).
Comment Capitaine Rouge a-t-elle décrit la relation de son association avec le PS ?,"Elle a affirmé que l'association est structurellement indépendante bien qu'idéologiquement proche, faisant partie de ""l'action commune socialiste""."
"Selon le document, s'attaquer à une figure de l'éducation permanente revient à jeter le discrédit sur un secteur entier, qui compte plus de _____ associations reconnues.",300
"Quelle est la mission du secteur de l'éducation permanente, que Capitaine Rouge a réaffirmée après l'incident ?","Porter un projet politique au sens noble, c'est-à-dire une vision de la société, et ce pour toutes les tendances démocratiques."
Quel narratif le camp libéral développe-t-il entre 2022 et 2023 concernant les associations de gauche ?,"Le récit d'une ""galaxie socialiste"" d'ASBL qui militeraient en réalité pour le Parti socialiste."
Quelle accusation paradoxale Major Bleu a-t-il portée contre certains mouvements antifascistes ?,"Il les a qualifiés de ""structures aux procédés fascistes""."
"En 2023, de quoi Major Bleu a-t-il accusé les campagnes des associations de lutte contre la pauvreté ?","De ""maintenir les gens dans l'assistanat""."
Quelle a été la polémique soulevée par Major Bleu lors du festival de Dour à l'été 2025 ?,"Il a accusé une ASBL de prévention de ""banaliser la consommation de drogues"" avec de l'argent public."
Quelle information factuelle Major Bleu a-t-il déformée concernant l'action de l'ASBL au festival de Dour ?,"Il a laissé entendre qu'elle distribuait massivement des kits de sniff, alors que seule une paille était remise aux personnes volontaires dans un cadre préventif."
